venda_id;data;cliente_id;produto_id;rep_id;regiao;uf;canal;qtd;preco_unit;desconto;receita_bruta;receita_liquida
20092;24/06/2024 00:00;97;58;22;Norte;RO;Varejo;18;82,88;0,09;1491,84;1357,57
20093;01/10/2024 00:00;163;2;12;Nordeste;CE;Varejo;32;96,16;0,07;3077,12;2861,72
20094;13/03/2024 00:00;10;9;21;Nordeste;BA;Varejo;3;125,18;0,02;375,54;368,03
20095;15/10/2024 00:00;176;12;21;Sudeste;SP;Varejo;7;120,57;0,01;843,99;835,55
20096;30/09/2024 00:00;167;23;15;Norte;PA;Distribuidor;6;55,36;0,1;332,16;298,94
20097;15/10/2024 00:00;60;55;12;Nordeste;CE;Varejo;8;86,18;0,03;689,44;668,76
20098;03/02/2024 00:00;75;18;22;Nordeste;MA;Hospitalar;6;112,34;0,1;674,04;606,64
20099;01/06/2024 00:00;4;25;21;Norte;TO;Varejo;12;181,04;0,12;2172,48;1911,78
20100;16/01/2024 00:00;207;16;8;Sul;PR;Hospitalar;6;59,63;0,01;357,78;354,2
20101;03/11/2024 00:00;10;40;12;Nordeste;BA;Varejo;17;42,92;0,04;729,64;700,45
20102;13/08/2024 00:00;58;17;12;Sul;RS;Varejo;18;111,95;0,13;2015,1;1753,14
20103;20/05/2024 00:00;189;9;17;Sul;RS;Varejo;11;151,82;0,19;1670,02;1352,72
20104;08/07/2024 00:00;120;33;20;Sudeste;SP;Varejo;11;116,02;0,08;1276,22;1174,12
20105;15/01/2024 00:00;125;45;22;Nordeste;CE;Varejo;7;157,49;0,13;1102,43;959,11
20106;06/12/2024 00:00;176;49;15;Sudeste;SP;Varejo;13;139,55;0,02;1814,15;1777,87
20107;06/08/2024 00:00;137;30;25;Sudeste;MG;Varejo;7;149,93;0,06;1049,51;986,54
20108;26/01/2024 00:00;215;35;2;Sul;SC;Distribuidor;7;62,36;0,04;436,52;419,06
20109;13/06/2024 00:00;86;41;5;Sudeste;MG;Distribuidor;10;122,54;0,1;1225,4;1102,86
20110;22/08/2024 00:00;64;56;14;Sul;PR;Varejo;7;139,69;0,01;977,83;968,05
20111;21/06/2024 00:00;209;42;17;Norte;AP;Varejo;4;76,84;0,08;307,36;282,77
20112;09/10/2024 00:00;150;26;20;Sul;PR;Varejo;18;54,53;0,07;981,54;912,83
20113;01/07/2024 00:00;188;50;3;Sul;RS;Varejo;18;114,21;0,12;2055,78;1809,09
20114;21/05/2024 00:00;11;18;18;Norte;AP;Varejo;21;104,64;0,15;2197,44;1867,82
20115;12/03/2024 00:00;29;47;4;Norte;AC;Hospitalar;11;114,15;0,16;1255,65;1054,75
20116;27/04/2024 00:00;15;56;2;Centro-Oeste;DF;Varejo;6;132,28;0,04;793,68;761,93
20117;06/06/2024 00:00;47;21;17;Sul;RS;Hospitalar;20;109,19;0,04;2183,8;2096,45
20118;22/10/2024 00:00;65;60;25;Nordeste;PI;Varejo;13;127,03;0,09;1651,39;1502,76
20119;05/07/2024 00:00;39;39;4;Sudeste;SP;Varejo;8;128,04;0,12;1024,32;901,4
20120;20/04/2024 00:00;205;34;2;Sul;SC;Varejo;5;138,41;0,05;692,05;657,45
20121;04/10/2024 00:00;27;56;13;Sudeste;SP;Varejo;33;115,53;0,01;3812,49;3774,37
20122;22/10/2024 00:00;45;43;3;Norte;AP;Distribuidor;11;145,49;0,04;1600,39;1536,37
20123;06/05/2024 00:00;85;43;15;Centro-Oeste;GO;Hospitalar;19;184,18;0,06;3499,42;3289,45
20124;04/12/2024 00:00;204;43;9;Nordeste;SE;Varejo;7;158,22;0,02;1107,54;1085,39
20125;22/09/2024 00:00;168;8;22;Centro-Oeste;MT;Distribuidor;24;105,28;0;2526,72;2526,72
20126;20/12/2024 00:00;64;47;23;Sul;PR;Varejo;7;123,25;0,04;862,75;828,24
20127;14/02/2024 00:00;72;55;20;Norte;PA;Varejo;15;84,35;0,07;1265,25;1176,68
20128;12/01/2024 00:00;202;52;7;Norte;PA;Varejo;5;131,86;0,09;659,3;599,96
20129;04/04/2024 00:00;133;22;22;Nordeste;RN;Varejo;26;157,13;0,01;4085,38;4044,53
20130;07/04/2024 00:00;101;22;9;Centro-Oeste;DF;Varejo;13;179,32;0,11;2331,16;2074,73
20131;04/05/2024 00:00;201;1;2;Centro-Oeste;DF;Varejo;6;150,53;0,09;903,18;821,89
20132;20/09/2024 00:00;49;55;6;Sudeste;RJ;Hospitalar;11;85,43;0,09;939,73;855,15
20133;03/02/2024 00:00;169;27;9;Sul;RS;Varejo;8;20,1;0,17;160,8;133,46
20134;30/09/2024 00:00;13;6;17;Norte;AM;Varejo;9;99,04;0,12;891,36;784,4
20135;29/08/2024 00:00;8;17;9;Nordeste;RN;Varejo;7;105,85;0,09;740,95;674,26
20136;24/03/2024 00:00;70;60;19;Sudeste;RJ;Varejo;9;117,26;0,07;1055,34;981,47
20137;18/06/2024 00:00;166;39;21;Centro-Oeste;GO;Hospitalar;12;117,58;0,03;1410,96;1368,63
20138;08/10/2024 00:00;82;6;6;Sul;PR;Varejo;18;83,86;0,08;1509,48;1388,72
20139;12/02/2024 00:00;160;55;17;Sudeste;RJ;Varejo;23;92,88;0,08;2136,24;1965,34
20140;05/02/2024 00:00;95;34;1;Nordeste;MA;Varejo;14;130,56;0,09;1827,84;1663,33
20141;11/06/2024 00:00;59;15;14;Sul;SC;Varejo;4;33,15;0,05;132,6;125,97
20142;04/06/2024 00:00;197;23;16;Sul;SC;Varejo;8;57,49;0,03;459,92;446,12
20143;04/12/2024 00:00;126;52;1;Norte;PA;Varejo;6;132,73;0,08;796,38;732,67
20144;21/05/2024 00:00;12;48;5;Nordeste;PE;Varejo;8;67,58;0,04;540,64;519,01
20145;01/06/2024 00:00;197;41;25;Sul;SC;Varejo;10;132,02;0,19;1320,2;1069,36
20146;23/03/2024 00:00;163;49;9;Nordeste;CE;Varejo;3;146,25;0;438,75;438,75
20147;01/08/2024 00:00;81;50;23;Sul;RS;Varejo;10;107,3;0,05;1073;1019,35
20148;10/08/2024 00:00;40;21;23;Nordeste;SE;Distribuidor;14;113,96;0,02;1595,44;1563,53
20149;12/01/2024 00:00;175;17;1;Centro-Oeste;MT;Varejo;17;110,17;0,04;1872,89;1797,97
20150;14/12/2024 00:00;163;38;6;Nordeste;CE;Varejo;6;160,51;0,01;963,06;953,43
20151;18/01/2024 00:00;57;22;20;Nordeste;PI;Varejo;3;153,04;0,08;459,12;422,39
20152;02/12/2024 00:00;211;40;10;Sul;SC;Varejo;6;44,36;0,02;266,16;260,84
20153;24/10/2024 00:00;171;14;3;Nordeste;MA;Hospitalar;7;128,18;0,15;897,26;762,67
20154;09/07/2024 00:00;17;56;9;Centro-Oeste;GO;Varejo;7;137,96;0,05;965,72;917,43
20155;15/09/2024 00:00;158;38;22;Nordeste;AL;Varejo;3;170,39;0,12;511,17;449,83
20156;01/04/2024 00:00;92;57;17;Centro-Oeste;DF;Varejo;11;82,85;0,04;911,35;874,9
20157;14/05/2024 00:00;73;18;25;Nordeste;RN;Varejo;17;121,64;0,11;2067,88;1840,41
20158;23/10/2024 00:00;49;26;5;Sudeste;RJ;Hospitalar;11;57,93;0,08;637,23;586,25
20159;31/10/2024 00:00;110;26;7;Centro-Oeste;MS;Varejo;24;58,25;0,05;1398;1328,1
20160;19/04/2024 00:00;189;16;2;Sul;RS;Varejo;8;68,5;0,03;548;531,56
20161;11/11/2024 00:00;214;6;10;Norte;RO;Varejo;3;92,87;0,07;278,61;259,11
20162;09/02/2024 00:00;124;11;4;Nordeste;PE;Varejo;10;108,63;0,03;1086,3;1053,71
20163;01/07/2024 00:00;18;37;17;Centro-Oeste;DF;Varejo;9;112,7;0;1014,3;1014,3
20164;20/04/2024 00:00;164;29;23;Sul;RS;Distribuidor;5;167,9;0;839,5;839,5
20165;27/09/2024 00:00;215;14;25;Sul;SC;Distribuidor;7;132,04;0,06;924,28;868,82
20166;31/10/2024 00:00;169;4;21;Sul;RS;Varejo;9;109,71;0,06;987,39;928,15
20167;20/05/2024 00:00;178;39;18;Norte;AP;Varejo;29;130,87;0,09;3795,23;3453,66
20168;24/08/2024 00:00;46;18;19;Nordeste;PB;Varejo;10;110,44;0,02;1104,4;1082,31
20169;10/01/2024 00:00;157;44;12;Norte;RO;Hospitalar;20;46,11;0,08;922,2;848,42
20170;03/12/2024 00:00;20;48;22;Nordeste;CE;Distribuidor;18;73,17;0,1;1317,06;1185,35
20171;08/05/2024 00:00;131;3;15;Norte;AC;Varejo;7;170,09;0,13;1190,63;1035,85
20172;24/05/2024 00:00;60;51;10;Nordeste;CE;Varejo;41;23,62;0,05;968,42;920
20173;08/04/2024 00:00;152;1;22;Norte;AM;Distribuidor;15;138,41;0,01;2076,15;2055,39
20174;07/12/2024 00:00;42;4;1;Sul;SC;Varejo;11;93,09;0,1;1023,99;921,59
20175;29/08/2024 00:00;110;51;10;Centro-Oeste;MS;Varejo;8;23,16;0,05;185,28;176,02
20176;23/05/2024 00:00;128;4;4;Sudeste;ES;Varejo;7;93,1;0,06;651,7;612,6
20177;03/04/2024 00:00;160;46;22;Sudeste;RJ;Varejo;11;154,76;0,09;1702,36;1549,15
20178;05/11/2024 00:00;151;28;22;Sudeste;SP;Hospitalar;11;67,65;0,14;744,15;639,97
20179;15/02/2024 00:00;164;24;22;Sul;RS;Distribuidor;33;96,13;0,03;3172,29;3077,12
20180;21/12/2024 00:00;92;39;3;Centro-Oeste;DF;Varejo;7;124,54;0,13;871,78;758,45
20181;12/08/2024 00:00;56;23;23;Nordeste;PE;Varejo;19;55,2;0,05;1048,8;996,36
20182;13/10/2024 00:00;121;9;2;Norte;TO;Varejo;11;146,99;0;1616,89;1616,89
20183;27/11/2024 00:00;100;26;23;Norte;AP;Varejo;10;56,25;0,06;562,5;528,75
20184;16/02/2024 00:00;102;51;1;Nordeste;AL;Varejo;8;21,57;0,18;172,56;141,5
20185;05/10/2024 00:00;97;17;25;Norte;RO;Varejo;11;104,76;0,08;1152,36;1060,17
20186;23/10/2024 00:00;40;38;8;Nordeste;SE;Distribuidor;7;163,82;0,08;1146,74;1055
20187;30/11/2024 00:00;50;38;9;Sul;PR;Varejo;15;136,37;0,11;2045,55;1820,54
20188;21/02/2024 00:00;35;31;2;Sudeste;MG;Hospitalar;9;134,58;0,06;1211,22;1138,55
20189;06/07/2024 00:00;14;15;18;Centro-Oeste;GO;Distribuidor;15;32,57;0;488,55;488,55
20190;07/06/2024 00:00;21;3;6;Nordeste;PI;Varejo;26;143,49;0,12;3730,74;3283,05
20191;09/08/2024 00:00;56;18;22;Nordeste;PE;Varejo;8;99,51;0,1;796,08;716,47
20192;01/02/2024 00:00;213;42;19;Centro-Oeste;MT;Varejo;4;85,21;0,04;340,84;327,21
20193;29/12/2024 00:00;100;28;11;Norte;AP;Varejo;14;83,45;0,07;1168,3;1086,52
20194;01/03/2024 00:00;51;3;7;Centro-Oeste;DF;Distribuidor;25;145,34;0,13;3633,5;3161,14
20195;14/08/2024 00:00;119;7;17;Norte;AP;Varejo;3;53,19;0,06;159,57;150
20196;04/04/2024 00:00;11;22;7;Norte;AP;Varejo;23;155,35;0,1;3573,05;3215,74
20197;19/08/2024 00:00;214;26;19;Norte;RO;Varejo;6;52,23;0,1;313,38;282,04
20198;19/08/2024 00:00;107;24;19;Sudeste;SP;Hospitalar;8;102,53;0,1;820,24;738,22
20199;11/12/2024 00:00;189;2;14;Sul;RS;Varejo;17;115,38;0,08;1961,46;1804,54
20200;05/06/2024 00:00;92;10;14;Centro-Oeste;DF;Varejo;3;144,11;0,11;432,33;384,77
20201;04/04/2024 00:00;126;55;17;Norte;PA;Varejo;8;91,49;0,07;731,92;680,69
20202;13/07/2024 00:00;151;53;21;Sudeste;SP;Hospitalar;19;96,88;0,02;1840,72;1803,91
20203;27/04/2024 00:00;165;19;11;Norte;PA;Varejo;17;15,88;0,1;269,96;242,96
20204;26/03/2024 00:00;174;14;9;Norte;AM;Varejo;13;125,39;0,17;1630,07;1352,96
20205;18/06/2024 00:00;21;1;6;Nordeste;PI;Varejo;9;138,63;0,02;1247,67;1222,72
20206;18/07/2024 00:00;1;48;7;Sul;RS;Varejo;5;66,82;0,1;334,1;300,69
20207;20/08/2024 00:00;43;43;19;Sudeste;ES;Varejo;24;133,13;0,07;3195,12;2971,46
20208;19/12/2024 00:00;160;46;3;Sudeste;RJ;Varejo;4;186,75;0,07;747;694,71
20209;30/11/2024 00:00;23;5;9;Centro-Oeste;DF;Hospitalar;10;79,11;0;791,1;791,1
20210;13/12/2024 00:00;29;50;23;Norte;AC;Hospitalar;11;127,66;0,02;1404,26;1376,17
20211;17/03/2024 00:00;208;45;6;Sul;PR;Varejo;18;163,98;0,07;2951,64;2745,03
20212;11/07/2024 00:00;152;58;1;Norte;AM;Distribuidor;1;81,08;0,02;81,08;79,46
20213;13/04/2024 00:00;98;7;15;Sudeste;ES;Hospitalar;23;58,67;0,05;1349,41;1281,94
20214;25/12/2024 00:00;207;11;7;Sul;PR;Hospitalar;22;94,82;0,08;2086,04;1919,16
20215;02/01/2024 00:00;126;40;4;Norte;PA;Varejo;12;43,4;0,11;520,8;463,51
20216;09/03/2024 00:00;42;3;6;Sul;SC;Varejo;31;155,69;0,07;4826,39;4488,54
20217;29/05/2024 00:00;73;41;22;Nordeste;RN;Varejo;14;124,59;0;1744,26;1744,26
20218;29/07/2024 00:00;91;1;24;Sul;SC;Varejo;16;153,79;0;2460,64;2460,64
20219;02/06/2024 00:00;168;49;9;Centro-Oeste;MT;Distribuidor;17;117,86;0,05;2003,62;1903,44
20220;18/05/2024 00:00;35;53;5;Sudeste;MG;Hospitalar;18;114,89;0,12;2068,02;1819,86
20221;23/06/2024 00:00;186;14;13;Nordeste;PE;Varejo;7;133,99;0,12;937,93;825,38
20222;13/09/2024 00:00;176;11;23;Sudeste;SP;Varejo;9;118,24;0,08;1064,16;979,03
20223;28/02/2024 00:00;59;41;25;Sul;SC;Varejo;13;128;0,02;1664;1630,72
20224;26/01/2024 00:00;12;60;22;Nordeste;PE;Varejo;7;131,48;0,05;920,36;874,34
20225;06/01/2024 00:00;87;47;25;Sul;RS;Varejo;5;102,13;0;510,65;510,65
20226;13/02/2024 00:00;53;58;11;Nordeste;BA;Varejo;13;87,71;0,08;1140,23;1049,01
20227;09/07/2024 00:00;40;26;5;Nordeste;SE;Distribuidor;13;50,45;0,11;655,85;583,71
20228;26/06/2024 00:00;117;54;15;Sul;PR;Varejo;18;104,38;0,08;1878,84;1728,53
20229;18/02/2024 00:00;197;15;25;Sul;SC;Varejo;10;36,5;0;365;365
20230;27/09/2024 00:00;206;43;23;Sul;PR;Varejo;11;143,26;0,08;1575,86;1449,79
20231;03/03/2024 00:00;111;1;17;Centro-Oeste;MS;Varejo;3;143,67;0,1;431,01;387,91
20232;04/11/2024 00:00;71;21;16;Sudeste;MG;Distribuidor;33;120,46;0,08;3975,18;3657,17
20233;17/08/2024 00:00;86;5;22;Sudeste;MG;Distribuidor;9;76,81;0;691,29;691,29
20234;02/08/2024 00:00;52;29;1;Norte;TO;Hospitalar;18;185,98;0,14;3347,64;2878,97
20235;28/03/2024 00:00;52;29;17;Norte;TO;Hospitalar;8;191,98;0,05;1535,84;1459,05
20236;26/07/2024 00:00;220;7;10;Nordeste;PI;Varejo;10;64,6;0,01;646;639,54
20237;27/04/2024 00:00;208;34;15;Sul;PR;Varejo;13;129,68;0,11;1685,84;1500,4
20238;04/11/2024 00:00;202;11;19;Norte;PA;Varejo;11;106,65;0,08;1173,15;1079,3
20239;14/04/2024 00:00;185;21;1;Sul;PR;Varejo;7;122,2;0,09;855,4;778,41
20240;28/12/2024 00:00;198;3;4;Centro-Oeste;DF;Varejo;15;144,97;0;2174,55;2174,55
20241;27/05/2024 00:00;1;10;23;Sul;RS;Varejo;5;130,32;0,09;651,6;592,96
20242;11/06/2024 00:00;145;32;15;Centro-Oeste;MT;Varejo;7;110,41;0,05;772,87;734,23
20243;25/09/2024 00:00;188;45;21;Sul;RS;Varejo;10;164,71;0,05;1647,1;1564,74
20244;01/10/2024 00:00;79;47;7;Sudeste;SP;Varejo;13;110,98;0,04;1442,74;1385,03
20245;14/02/2024 00:00;3;11;1;Centro-Oeste;DF;Hospitalar;18;104,94;0,01;1888,92;1870,03
20246;12/06/2024 00:00;11;45;9;Norte;AP;Varejo;15;126,43;0,03;1896,45;1839,56
20247;06/08/2024 00:00;2;8;19;Centro-Oeste;DF;Hospitalar;9;119,96;0,08;1079,64;993,27
20248;22/02/2024 00:00;126;45;14;Norte;PA;Varejo;9;185,19;0,11;1666,71;1483,37
20249;01/08/2024 00:00;213;10;23;Centro-Oeste;MT;Varejo;15;130,85;0,12;1962,75;1727,22
20250;16/05/2024 00:00;215;60;4;Sul;SC;Distribuidor;20;122,78;0,07;2455,6;2283,71
20251;19/02/2024 00:00;63;44;16;Centro-Oeste;MS;Varejo;16;52,59;0,08;841,44;774,12
20252;30/04/2024 00:00;128;30;25;Sudeste;ES;Varejo;12;162,4;0,05;1948,8;1851,36
20253;01/03/2024 00:00;50;35;24;Sul;PR;Varejo;6;53,66;0,15;321,96;273,67
20254;21/12/2024 00:00;124;25;17;Nordeste;PE;Varejo;11;160,99;0,12;1770,89;1558,38
20255;14/09/2024 00:00;134;8;2;Nordeste;CE;Hospitalar;13;121,71;0,06;1582,23;1487,3
20256;09/11/2024 00:00;219;32;20;Norte;AP;Varejo;7;115,15;0;806,05;806,05
20257;02/07/2024 00:00;3;46;10;Centro-Oeste;DF;Hospitalar;30;186,07;0,08;5582,1;5135,53
20258;10/07/2024 00:00;13;28;7;Norte;AM;Varejo;4;67,92;0;271,68;271,68
20259;20/02/2024 00:00;100;9;25;Norte;AP;Varejo;17;138,71;0;2358,07;2358,07
20260;15/01/2024 00:00;131;32;21;Norte;AC;Varejo;16;97,35;0,08;1557,6;1432,99
20261;15/06/2024 00:00;103;25;17;Sudeste;MG;Varejo;4;201,73;0,01;806,92;798,85
20262;15/06/2024 00:00;165;53;10;Norte;PA;Varejo;8;115,19;0,09;921,52;838,58
20263;31/12/2024 00:00;158;33;22;Nordeste;AL;Varejo;10;116,84;0,07;1168,4;1086,61
20264;05/11/2024 00:00;209;51;6;Norte;AP;Varejo;30;21,68;0,01;650,4;643,9
20265;18/11/2024 00:00;37;40;22;Norte;TO;Distribuidor;18;38,92;0;700,56;700,56
20266;30/05/2024 00:00;133;58;19;Nordeste;RN;Varejo;9;68,45;0,03;616,05;597,57
20267;19/03/2024 00:00;141;4;19;Nordeste;CE;Hospitalar;13;92,98;0,13;1208,74;1051,6
20268;23/12/2024 00:00;102;31;8;Nordeste;AL;Varejo;6;141,75;0,08;850,5;782,46
20269;14/09/2024 00:00;63;43;5;Centro-Oeste;MS;Varejo;16;153,77;0,06;2460,32;2312,7
20270;18/01/2024 00:00;28;25;22;Sudeste;RJ;Varejo;12;183,31;0,18;2199,72;1803,77
20271;18/11/2024 00:00;47;25;23;Sul;RS;Hospitalar;14;155,51;0,1;2177,14;1959,43
20272;10/01/2024 00:00;166;42;25;Centro-Oeste;GO;Hospitalar;14;77,17;0;1080,38;1080,38
20273;27/01/2024 00:00;59;20;23;Sul;SC;Varejo;5;55,46;0,05;277,3;263,44
20274;31/05/2024 00:00;42;49;10;Sul;SC;Varejo;11;125,12;0,1;1376,32;1238,69
20275;25/11/2024 00:00;105;55;14;Nordeste;MA;Hospitalar;10;96,54;0,02;965,4;946,09
20276;13/08/2024 00:00;190;53;9;Sudeste;SP;Varejo;16;88,94;0,14;1423,04;1223,81
20277;02/09/2024 00:00;57;59;5;Nordeste;PI;Varejo;11;51,08;0,06;561,88;528,17
20278;22/12/2024 00:00;169;26;6;Sul;RS;Varejo;8;60,65;0,08;485,2;446,38
20279;23/03/2024 00:00;138;25;19;Sul;RS;Varejo;7;167,16;0,09;1170,12;1064,81
20280;14/08/2024 00:00;88;20;25;Nordeste;PI;Varejo;18;49,39;0,01;889,02;880,13
20281;13/08/2024 00:00;203;49;3;Centro-Oeste;MT;Hospitalar;6;129,38;0,07;776,28;721,94
20282;12/11/2024 00:00;71;36;4;Sudeste;MG;Distribuidor;14;27,24;0,13;381,36;331,78
20283;27/09/2024 00:00;160;18;4;Sudeste;RJ;Varejo;13;92,83;0,07;1206,79;1122,31
20284;03/02/2024 00:00;93;56;12;Sul;PR;Varejo;17;146,48;0,1;2490,16;2241,14
20285;15/11/2024 00:00;168;54;14;Centro-Oeste;MT;Distribuidor;13;92,52;0,04;1202,76;1154,65
20286;19/01/2024 00:00;36;28;19;Norte;AC;Distribuidor;12;70,57;0,03;846,84;821,43
20287;13/07/2024 00:00;20;4;18;Nordeste;CE;Distribuidor;35;85,98;0,05;3009,3;2858,84
20288;23/09/2024 00:00;126;2;25;Norte;PA;Varejo;16;94,66;0;1514,56;1514,56
20289;03/01/2024 00:00;88;51;17;Nordeste;PI;Varejo;10;21,12;0,06;211,2;198,53
20290;11/05/2024 00:00;28;40;8;Sudeste;RJ;Varejo;7;41,17;0,15;288,19;244,96
20291;23/03/2024 00:00;105;56;11;Nordeste;MA;Hospitalar;31;122,38;0;3793,78;3793,78
20292;20/01/2024 00:00;170;11;24;Sul;RS;Hospitalar;8;114,06;0,07;912,48;848,61
20293;01/08/2024 00:00;1;26;9;Sul;RS;Varejo;8;50,42;0,18;403,36;330,76
20294;24/05/2024 00:00;114;9;9;Sul;SC;Varejo;7;157,25;0,12;1100,75;968,66
20295;25/01/2024 00:00;203;24;25;Centro-Oeste;MT;Hospitalar;20;107,93;0,09;2158,6;1964,33
20296;15/04/2024 00:00;46;30;25;Nordeste;PB;Varejo;38;129,96;0,11;4938,48;4395,25
20297;22/02/2024 00:00;11;37;7;Norte;AP;Varejo;11;145,86;0,06;1604,46;1508,19
20298;04/02/2024 00:00;31;46;16;Centro-Oeste;GO;Hospitalar;11;157,67;0,05;1734,37;1647,65
20299;05/07/2024 00:00;137;27;10;Sudeste;MG;Varejo;7;19;0,09;133;121,03
20300;01/10/2024 00:00;166;32;11;Centro-Oeste;GO;Hospitalar;6;112,41;0,04;674,46;647,48
20301;17/12/2024 00:00;127;45;13;Centro-Oeste;GO;Distribuidor;13;177,99;0,11;2313,87;2059,34
20302;08/09/2024 00:00;37;31;16;Norte;TO;Distribuidor;9;157,19;0,09;1414,71;1287,39
20303;01/03/2024 00:00;91;11;14;Sul;SC;Varejo;22;107,83;0;2372,26;2372,26
20304;20/05/2024 00:00;204;46;18;Nordeste;SE;Varejo;5;158,11;0,13;790,55;687,78
20305;29/06/2024 00:00;190;12;12;Sudeste;SP;Varejo;4;101,04;0,04;404,16;387,99
20306;19/07/2024 00:00;71;19;15;Sudeste;MG;Distribuidor;5;18,37;0,03;91,85;89,09
20307;03/10/2024 00:00;72;35;15;Norte;PA;Varejo;7;52,44;0,14;367,08;315,69
20308;10/07/2024 00:00;11;26;10;Norte;AP;Varejo;10;53,25;0,17;532,5;441,98
20309;21/01/2024 00:00;167;11;19;Norte;PA;Distribuidor;5;94,84;0,08;474,2;436,26
20310;21/01/2024 00:00;175;15;18;Centro-Oeste;MT;Varejo;16;29,48;0,07;471,68;438,66
20311;03/04/2024 00:00;104;7;23;Nordeste;SE;Varejo;2;58,84;0,04;117,68;112,97
20312;08/01/2024 00:00;165;26;9;Norte;PA;Varejo;13;56,16;0,09;730,08;664,37
20313;21/08/2024 00:00;178;23;20;Norte;AP;Varejo;14;59,39;0,12;831,46;731,68
20314;19/03/2024 00:00;156;53;20;Sudeste;MG;Varejo;13;121,78;0,04;1583,14;1519,81
20315;07/06/2024 00:00;110;10;20;Centro-Oeste;MS;Varejo;18;135,87;0,04;2445,66;2347,83
20316;23/12/2024 00:00;149;57;10;Norte;AP;Varejo;3;88,86;0;266,58;266,58
20317;27/12/2024 00:00;43;16;8;Sudeste;ES;Varejo;9;69,14;0,06;622,26;584,92
20318;21/04/2024 00:00;8;40;11;Nordeste;RN;Varejo;5;43,56;0,01;217,8;215,62
20319;17/07/2024 00:00;65;26;12;Nordeste;PI;Varejo;15;49,79;0,13;746,85;649,76
20320;25/11/2024 00:00;121;48;3;Norte;TO;Varejo;15;67,5;0,05;1012,5;961,88
20321;30/01/2024 00:00;207;24;2;Sul;PR;Hospitalar;10;105,34;0,09;1053,4;958,59
20322;02/01/2024 00:00;160;38;25;Sudeste;RJ;Varejo;8;175,6;0,08;1404,8;1292,42
20323;10/07/2024 00:00;31;36;21;Centro-Oeste;GO;Hospitalar;11;24,57;0,06;270,27;254,05
20324;28/06/2024 00:00;49;57;9;Sudeste;RJ;Hospitalar;11;83,3;0,04;916,3;879,65
20325;01/07/2024 00:00;139;53;7;Nordeste;RN;Varejo;12;104,01;0,01;1248,12;1235,64
20326;28/06/2024 00:00;149;44;3;Norte;AP;Varejo;6;51,15;0,11;306,9;273,14
20327;10/04/2024 00:00;31;33;21;Centro-Oeste;GO;Hospitalar;9;122,16;0,14;1099,44;945,52
20328;11/07/2024 00:00;196;35;17;Sul;RS;Hospitalar;4;60,32;0,12;241,28;212,33
20329;15/08/2024 00:00;68;10;13;Norte;AM;Varejo;8;144,89;0;1159,12;1159,12
20330;02/04/2024 00:00;214;9;25;Norte;RO;Varejo;10;145,66;0,11;1456,6;1296,37
20331;09/10/2024 00:00;61;42;16;Sudeste;ES;Hospitalar;11;76,92;0,1;846,12;761,51
20332;17/02/2024 00:00;56;18;25;Nordeste;PE;Varejo;7;112,08;0,06;784,56;737,49
20333;25/08/2024 00:00;59;43;9;Sul;SC;Varejo;4;154,84;0,06;619,36;582,2
20334;18/04/2024 00:00;91;14;22;Sul;SC;Varejo;10;122;0;1220;1220
20335;24/07/2024 00:00;67;37;15;Nordeste;PE;Varejo;23;134,3;0;3088,9;3088,9
20336;26/07/2024 00:00;152;45;16;Norte;AM;Distribuidor;23;160,98;0;3702,54;3702,54
20337;23/06/2024 00:00;31;28;11;Centro-Oeste;GO;Hospitalar;1;61,87;0,08;61,87;56,92
20338;15/09/2024 00:00;194;19;11;Nordeste;PI;Hospitalar;19;17,01;0;323,19;323,19
20339;25/07/2024 00:00;211;3;13;Sul;SC;Varejo;20;168,23;0,06;3364,6;3162,72
20340;10/11/2024 00:00;218;28;4;Nordeste;CE;Varejo;6;68,82;0,18;412,92;338,59
20341;16/04/2024 00:00;50;23;15;Sul;PR;Varejo;6;55,35;0,18;332,1;272,32
20342;25/12/2024 00:00;36;7;3;Norte;AC;Distribuidor;10;59,06;0,09;590,6;537,45
20343;24/07/2024 00:00;218;8;22;Nordeste;CE;Varejo;4;115,7;0,01;462,8;458,17
20344;19/04/2024 00:00;45;50;17;Norte;AP;Distribuidor;26;134,43;0,09;3495,18;3180,61
20345;14/05/2024 00:00;48;22;6;Sul;RS;Hospitalar;17;159,07;0,09;2704,19;2460,81
20346;07/08/2024 00:00;181;12;4;Sul;SC;Hospitalar;26;119,53;0,03;3107,78;3014,55
20347;01/10/2024 00:00;182;58;6;Sudeste;MG;Varejo;2;90,21;0,01;180,42;178,62
20348;05/09/2024 00:00;82;19;19;Sul;PR;Varejo;6;18,89;0,07;113,34;105,41
20349;14/02/2024 00:00;86;11;17;Sudeste;MG;Distribuidor;8;112,74;0,13;901,92;784,67
20350;04/09/2024 00:00;93;42;9;Sul;PR;Varejo;24;75,49;0,1;1811,76;1630,58
20351;21/04/2024 00:00;192;12;25;Nordeste;AL;Varejo;7;111;0,09;777;707,07
20352;27/09/2024 00:00;35;3;6;Sudeste;MG;Hospitalar;14;126,7;0,14;1773,8;1525,47
20353;09/12/2024 00:00;104;33;6;Nordeste;SE;Varejo;4;123,48;0,05;493,92;469,22
20354;01/07/2024 00:00;58;32;17;Sul;RS;Varejo;6;119,07;0,03;714,42;692,99
